ANNO;AteneoCOD;AteneoNOME;AteneoREGIONE;AteneoAREAGEO;CorsoTIPO;COD_FoET2013;DESC_FoET2013;Genere;LAU
2018;07201;Bari - Università degli studi;Puglia;SUD;Laurea Magistrale Ciclo Unico;09;Health and welfare;F;371
2018;07201;Bari - Università degli studi;Puglia;SUD;Laurea Magistrale Ciclo Unico;09;Health and welfare;M;238
2018;07201;Bari - Università degli studi;Puglia;SUD;Vecchio Ordinamento;-;;F;9
2018;07202;Bari - Politecnico;Puglia;SUD;Laurea;02;Arts and humanities;F;47
2018;07202;Bari - Politecnico;Puglia;SUD;Laurea;02;Arts and humanities;M;15
2018;07202;Bari - Politecnico;Puglia;SUD;Laurea;07;Engineering, manufacturing and construction;F;266
2018;07202;Bari - Politecnico;Puglia;SUD;Laurea;07;Engineering, manufacturing and construction;M;698
2018;07202;Bari - Politecnico;Puglia;SUD;Laurea Magistrale;07;Engineering, manufacturing and construction;F;181
2018;07202;Bari - Politecnico;Puglia;SUD;Laurea Magistrale;07;Engineering, manufacturing and construction;M;448
2018;07202;Bari - Politecnico;Puglia;SUD;Laurea Magistrale Ciclo Unico;07;Engineering, manufacturing and construction;F;146
2018;07202;Bari - Politecnico;Puglia;SUD;Laurea Magistrale Ciclo Unico;07;Engineering, manufacturing and construction;M;100
2018;07202;Bari - Politecnico;Puglia;SUD;Vecchio Ordinamento;-;;F;3
2018;07202;Bari - Politecnico;Puglia;SUD;Vecchio Ordinamento;-;;M;10
2018;07203;"Casamassima - Libera Università Mediterranea ""Jean Monnet""";Puglia;SUD;Laurea;04;Business, administration and law;F;41
2018;07203;"Casamassima - Libera Università Mediterranea ""Jean Monnet""";Puglia;SUD;Laurea;04;Business, administration and law;M;106
2018;07203;"Casamassima - Libera Università Mediterranea ""Jean Monnet""";Puglia;SUD;Laurea Magistrale;04;Business, administration and law;F;38
2018;07203;"Casamassima - Libera Università Mediterranea ""Jean Monnet""";Puglia;SUD;Laurea Magistrale;04;Business, administration and law;M;48
2018;07203;"Casamassima - Libera Università Mediterranea ""Jean Monnet""";Puglia;SUD;Laurea Magistrale Ciclo Unico;04;Business, administration and law;F;49
2018;07203;"Casamassima - Libera Università Mediterranea ""Jean Monnet""";Puglia;SUD;Laurea Magistrale Ciclo Unico;04;Business, administration and law;M;55
2018;07501;Lecce - Università del Salento;Puglia;SUD;Laurea;01;Education;F;152
2018;07501;Lecce - Università del Salento;Puglia;SUD;Laurea;01;Education;M;6
2018;07501;Lecce - Università del Salento;Puglia;SUD;Laurea;02;Arts and humanities;F;333
2018;07501;Lecce - Università del Salento;Puglia;SUD;Laurea;02;Arts and humanities;M;88
2018;07501;Lecce - Università del Salento;Puglia;SUD;Laurea;03;Social sciences, journalism and information;F;357
2018;07501;Lecce - Università del Salento;Puglia;SUD;Laurea;03;Social sciences, journalism and information;M;188
2018;07501;Lecce - Università del Salento;Puglia;SUD;Laurea;04;Business, administration and law;F;66
2018;07501;Lecce - Università del Salento;Puglia;SUD;Laurea;04;Business, administration and law;M;78
2018;07501;Lecce - Università del Salento;Puglia;SUD;Laurea;05;Natural sciences, mathematics and statistics;F;170
2018;07501;Lecce - Università del Salento;Puglia;SUD;Laurea;05;Natural sciences, mathematics and statistics;M;85
2018;07501;Lecce - Università del Salento;Puglia;SUD;Laurea;07;Engineering, manufacturing and construction;F;59
2018;07501;Lecce - Università del Salento;Puglia;SUD;Laurea;07;Engineering, manufacturing and construction;M;196
2018;07501;Lecce - Università del Salento;Puglia;SUD;Laurea;09;Health and welfare;F;100
2018;07501;Lecce - Università del Salento;Puglia;SUD;Laurea;09;Health and welfare;M;4
2018;07501;Lecce - Università del Salento;Puglia;SUD;Laurea Magistrale;01;Education;F;75
2018;07501;Lecce - Università del Salento;Puglia;SUD;Laurea Magistrale;01;Education;M;3
2018;07501;Lecce - Università del Salento;Puglia;SUD;Laurea Magistrale;02;Arts and humanities;F;169
2018;07501;Lecce - Università del Salento;Puglia;SUD;Laurea Magistrale;02;Arts and humanities;M;64
2018;07501;Lecce - Università del Salento;Puglia;SUD;Laurea Magistrale;03;Social sciences, journalism and information;F;125
2018;07501;Lecce - Università del Salento;Puglia;SUD;Laurea Magistrale;03;Social sciences, journalism and information;M;48
2018;07501;Lecce - Università del Salento;Puglia;SUD;Laurea Magistrale;04;Business, administration and law;F;76
2018;07501;Lecce - Università del Salento;Puglia;SUD;Laurea Magistrale;04;Business, administration and law;M;58
2018;07501;Lecce - Università del Salento;Puglia;SUD;Laurea Magistrale;05;Natural sciences, mathematics and statistics;F;115
2018;07501;Lecce - Università del Salento;Puglia;SUD;Laurea Magistrale;05;Natural sciences, mathematics and statistics;M;38
2018;07501;Lecce - Università del Salento;Puglia;SUD;Laurea Magistrale;07;Engineering, manufacturing and construction;F;37
2018;07501;Lecce - Università del Salento;Puglia;SUD;Laurea Magistrale;07;Engineering, manufacturing and construction;M;112
2018;07501;Lecce - Università del Salento;Puglia;SUD;Laurea Magistrale;09;Health and welfare;F;48
2018;07501;Lecce - Università del Salento;Puglia;SUD;Laurea Magistrale;09;Health and welfare;M;2
2018;07501;Lecce - Università del Salento;Puglia;SUD;Laurea Magistrale;10;Services;F;9
2018;07501;Lecce - Università del Salento;Puglia;SUD;Laurea Magistrale;10;Services;M;5
2018;07501;Lecce - Università del Salento;Puglia;SUD;Laurea Magistrale Ciclo Unico;04;Business, administration and law;F;157
2018;07501;Lecce - Università del Salento;Puglia;SUD;Laurea Magistrale Ciclo Unico;04;Business, administration and law;M;90
2018;07501;Lecce - Università del Salento;Puglia;SUD;Vecchio Ordinamento;-;;F;16
2018;07501;Lecce - Università del Salento;Puglia;SUD;Vecchio Ordinamento;-;;M;5
2018;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;Laurea;02;Arts and humanities;F;84
2018;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;Laurea;02;Arts and humanities;M;31
2018;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;Laurea;03;Social sciences, journalism and information;F;5
2018;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;Laurea;03;Social sciences, journalism and information;M;1
2018;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;Laurea;04;Business, administration and law;F;59
2018;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;Laurea;04;Business, administration and law;M;56
2018;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;Laurea;05;Natural sciences, mathematics and statistics;F;43
2018;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;Laurea;05;Natural sciences, mathematics and statistics;M;21
2018;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;Laurea;06;Information and Communication Technologies (ICTs);F;4
2018;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;Laurea;06;Information and Communication Technologies (ICTs);M;19
2018;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;Laurea;07;Engineering, manufacturing and construction;F;36
2018;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;Laurea;07;Engineering, manufacturing and construction;M;80
2018;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;Laurea;08;Agriculture, forestry, fisheries and veterinary;F;39
2018;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;Laurea;08;Agriculture, forestry, fisheries and veterinary;M;36
2018;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;Laurea Magistrale;02;Arts and humanities;F;30
2018;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;Laurea Magistrale;02;Arts and humanities;M;9
2018;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;Laurea Magistrale;03;Social sciences, journalism and information;F;13
2018;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;Laurea Magistrale;03;Social sciences, journalism and information;M;10
2018;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;Laurea Magistrale;05;Natural sciences, mathematics and statistics;F;19
2018;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;Laurea Magistrale;05;Natural sciences, mathematics and statistics;M;10
2018;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;Laurea Magistrale;07;Engineering, manufacturing and construction;F;24
2018;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;Laurea Magistrale;07;Engineering, manufacturing and construction;M;52
2018;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;Laurea Magistrale;08;Agriculture, forestry, fisheries and veterinary;F;26
2018;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;Laurea Magistrale;08;Agriculture, forestry, fisheries and veterinary;M;10
2018;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;Laurea Magistrale;10;Services;F;16
2018;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;Laurea Magistrale;10;Services;M;2
2018;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;Laurea Magistrale Ciclo Unico;01;Education;F;89
2018;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;Laurea Magistrale Ciclo Unico;01;Education;M;5
2018;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;Laurea Magistrale Ciclo Unico;07;Engineering, manufacturing and construction;F;24
2018;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;Laurea Magistrale Ciclo Unico;07;Engineering, manufacturing and construction;M;22
2018;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;Laurea Magistrale Ciclo Unico;09;Health and welfare;F;39
2018;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;Laurea Magistrale Ciclo Unico;09;Health and welfare;M;9
2018;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;Vecchio Ordinamento;-;;F;18
2018;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;Vecchio Ordinamento;-;;M;2
2018;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;Laurea;01;Education;F;182
2018;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;Laurea;01;Education;M;4
2018;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;Laurea;02;Arts and humanities;F;312
2018;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;Laurea;02;Arts and humanities;M;88
2018;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;Laurea;03;Social sciences, journalism and information;F;219
2018;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;Laurea;03;Social sciences, journalism and information;M;183
2018;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;Laurea;04;Business, administration and law;F;144
2018;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;Laurea;04;Business, administration and law;M;105
2018;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;Laurea;05;Natural sciences, mathematics and statistics;F;272
2018;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;Laurea;05;Natural sciences, mathematics and statistics;M;155
2018;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;Laurea;06;Information and Communication Technologies (ICTs);F;6
2018;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;Laurea;06;Information and Communication Technologies (ICTs);M;41
2018;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;Laurea;07;Engineering, manufacturing and construction;F;114
2018;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;Laurea;07;Engineering, manufacturing and construction;M;348
2018;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;Laurea;09;Health and welfare;F;72
2018;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;Laurea;09;Health and welfare;M;4
2018;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;Laurea;10;Services;F;53
2018;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;Laurea;10;Services;M;27
2018;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;Laurea Magistrale;01;Education;F;64
2018;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;Laurea Magistrale;01;Education;M;3
2018;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;Laurea Magistrale;02;Arts and humanities;F;137
2018;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;Laurea Magistrale;02;Arts and humanities;M;43
2018;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;Laurea Magistrale;03;Social sciences, journalism and information;F;102
2018;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;Laurea Magistrale;03;Social sciences, journalism and information;M;89
2018;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;Laurea Magistrale;04;Business, administration and law;F;101
2018;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;Laurea Magistrale;04;Business, administration and law;M;82
2018;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;Laurea Magistrale;05;Natural sciences, mathematics and statistics;F;159
2018;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;Laurea Magistrale;05;Natural sciences, mathematics and statistics;M;88
2018;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;Laurea Magistrale;06;Information and Communication Technologies (ICTs);F;1
2018;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;Laurea Magistrale;06;Information and Communication Technologies (ICTs);M;14
2018;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;Laurea Magistrale;07;Engineering, manufacturing and construction;F;105
2018;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;Laurea Magistrale;07;Engineering, manufacturing and construction;M;249
2018;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;Laurea Magistrale;09;Health and welfare;F;64
2018;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;Laurea Magistrale;09;Health and welfare;M;3
2018;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;Laurea Magistrale;10;Services;F;19
2018;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;Laurea Magistrale;10;Services;M;8
2018;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;Laurea Magistrale Ciclo Unico;01;Education;F;103
2018;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;Laurea Magistrale Ciclo Unico;01;Education;M;8
2018;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;Laurea Magistrale Ciclo Unico;04;Business, administration and law;F;112
2018;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;Laurea Magistrale Ciclo Unico;04;Business, administration and law;M;47
2018;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;Laurea Magistrale Ciclo Unico;07;Engineering, manufacturing and construction;F;45
2018;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;Laurea Magistrale Ciclo Unico;07;Engineering, manufacturing and construction;M;23
2018;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;Laurea Magistrale Ciclo Unico;09;Health and welfare;F;140
2018;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;Laurea Magistrale Ciclo Unico;09;Health and welfare;M;50
2018;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;Vecchio Ordinamento;-;;F;10
2018;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;Vecchio Ordinamento;-;;M;1
2018;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Calabria;SUD;Laurea;03;Social sciences, journalism and information;F;98
2018;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Calabria;SUD;Laurea;03;Social sciences, journalism and information;M;37
2018;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Calabria;SUD;Laurea;04;Business, administration and law;F;61
2018;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Calabria;SUD;Laurea;04;Business, administration and law;M;49
2018;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Calabria;SUD;Laurea;05;Natural sciences, mathematics and statistics;F;13
2018;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Calabria;SUD;Laurea;05;Natural sciences, mathematics and statistics;M;2
2018;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Calabria;SUD;Laurea;07;Engineering, manufacturing and construction;F;25
2018;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Calabria;SUD;Laurea;07;Engineering, manufacturing and construction;M;28
2018;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Calabria;SUD;Laurea;08;Agriculture, forestry, fisheries and veterinary;F;8
2018;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Calabria;SUD;Laurea;08;Agriculture, forestry, fisheries and veterinary;M;12
2018;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Calabria;SUD;Laurea;09;Health and welfare;F;315
2018;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Calabria;SUD;Laurea;09;Health and welfare;M;154
2018;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Calabria;SUD;Laurea;10;Services;F;39
2018;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Calabria;SUD;Laurea;10;Services;M;89
2018;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Calabria;SUD;Laurea Magistrale;03;Social sciences, journalism and information;F;8
2018;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Calabria;SUD;Laurea Magistrale;03;Social sciences, journalism and information;M;12
2018;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Calabria;SUD;Laurea Magistrale;04;Business, administration and law;F;17
2018;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Calabria;SUD;Laurea Magistrale;04;Business, administration and law;M;15
2018;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Calabria;SUD;Laurea Magistrale;05;Natural sciences, mathematics and statistics;F;14
2018;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Calabria;SUD;Laurea Magistrale;05;Natural sciences, mathematics and statistics;M;3
2018;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Calabria;SUD;Laurea Magistrale;07;Engineering, manufacturing and construction;F;6
2018;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Calabria;SUD;Laurea Magistrale;07;Engineering, manufacturing and construction;M;16
2018;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Calabria;SUD;Laurea Magistrale;09;Health and welfare;F;4
2018;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Calabria;SUD;Laurea Magistrale;09;Health and welfare;M;3
2018;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Calabria;SUD;Laurea Magistrale Ciclo Unico;04;Business, administration and law;F;137
2018;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Calabria;SUD;Laurea Magistrale Ciclo Unico;04;Business, administration and law;M;68
2018;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Calabria;SUD;Laurea Magistrale Ciclo Unico;08;Agriculture, forestry, fisheries and veterinary;F;4
2018;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Calabria;SUD;Laurea Magistrale Ciclo Unico;08;Agriculture, forestry, fisheries and veterinary;M;1
2018;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Calabria;SUD;Laurea Magistrale Ciclo Unico;09;Health and welfare;F;127
2018;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Calabria;SUD;Laurea Magistrale Ciclo Unico;09;Health and welfare;M;78
2018;08001;Reggio Calabria - Università degli studi Mediterranea;Calabria;SUD;Laurea;03;Social sciences, journalism and information;F;48
2018;08001;Reggio Calabria - Università degli studi Mediterranea;Calabria;SUD;Laurea;03;Social sciences, journalism and information;M;43
2018;08001;Reggio Calabria - Università degli studi Mediterranea;Calabria;SUD;Laurea;04;Business, administration and law;F;4
2018;08001;Reggio Calabria - Università degli studi Mediterranea;Calabria;SUD;Laurea;05;Natural sciences, mathematics and statistics;F;1
2018;08001;Reggio Calabria - Università degli studi Mediterranea;Calabria;SUD;Laurea;07;Engineering, manufacturing and construction;F;60
2018;08001;Reggio Calabria - Università degli studi Mediterranea;Calabria;SUD;Laurea;07;Engineering, manufacturing and construction;M;106
2018;08001;Reggio Calabria - Università degli studi Mediterranea;Calabria;SUD;Laurea;08;Agriculture, forestry, fisheries and veterinary;F;34
2018;08001;Reggio Calabria - Università degli studi Mediterranea;Calabria;SUD;Laurea;08;Agriculture, forestry, fisheries and veterinary;M;54
2018;08001;Reggio Calabria - Università degli studi Mediterranea;Calabria;SUD;Laurea Magistrale;03;Social sciences, journalism and information;F;27
2018;08001;Reggio Calabria - Università degli studi Mediterranea;Calabria;SUD;Laurea Magistrale;03;Social sciences, journalism and information;M;14
2018;08001;Reggio Calabria - Università degli studi Mediterranea;Calabria;SUD;Laurea Magistrale;07;Engineering, manufacturing and construction;F;43
2018;08001;Reggio Calabria - Università degli studi Mediterranea;Calabria;SUD;Laurea Magistrale;07;Engineering, manufacturing and construction;M;64
2018;08001;Reggio Calabria - Università degli studi Mediterranea;Calabria;SUD;Laurea Magistrale;08;Agriculture, forestry, fisheries and veterinary;F;19
2018;08001;Reggio Calabria - Università degli studi Mediterranea;Calabria;SUD;Laurea Magistrale;08;Agriculture, forestry, fisheries and veterinary;M;23
2018;08001;Reggio Calabria - Università degli studi Mediterranea;Calabria;SUD;Laurea Magistrale Ciclo Unico;04;Business, administration and law;F;120
2018;08001;Reggio Calabria - Università degli studi Mediterranea;Calabria;SUD;Laurea Magistrale Ciclo Unico;04;Business, administration and law;M;73
2018;08001;Reggio Calabria - Università degli studi Mediterranea;Calabria;SUD;Laurea Magistrale Ciclo Unico;07;Engineering, manufacturing and construction;F;86
2018;08001;Reggio Calabria - Università degli studi Mediterranea;Calabria;SUD;Laurea Magistrale Ciclo Unico;07;Engineering, manufacturing and construction;M;61
2018;08001;Reggio Calabria - Università degli studi Mediterranea;Calabria;SUD;Vecchio Ordinamento;-;;F;2
2018;08001;Reggio Calabria - Università degli studi Mediterranea;Calabria;SUD;Vecchio Ordinamento;-;;M;1
2018;08003;Reggio Calabria - Università per Stranieri;Calabria;SUD;Laurea;09;Health and welfare;F;92
2018;08003;Reggio Calabria - Università per Stranieri;Calabria;SUD;Laurea;09;Health and welfare;M;20
2018;08003;Reggio Calabria - Università per Stranieri;Calabria;SUD;Laurea Magistrale;02;Arts and humanities;F;12
2018;08003;Reggio Calabria - Università per Stranieri;Calabria;SUD;Laurea Magistrale;02;Arts and humanities;M;3
2018;08003;Reggio Calabria - Università per Stranieri;Calabria;SUD;Laurea Magistrale;09;Health and welfare;F;70
2018;08003;Reggio Calabria - Università per Stranieri;Calabria;SUD;Laurea Magistrale;09;Health and welfare;M;12
2018;08201;Palermo - Università degli studi;Sicilia;ISOLE;Laurea;01;Education;F;273
2018;08201;Palermo - Università degli studi;Sicilia;ISOLE;Laurea;01;Education;M;12
2018;08201;Palermo - Università degli studi;Sicilia;ISOLE;Laurea;02;Arts and humanities;F;422
2018;08201;Palermo - Università degli studi;Sicilia;ISOLE;Laurea;02;Arts and humanities;M;153
2018;08201;Palermo - Università degli studi;Sicilia;ISOLE;Laurea;03;Social sciences, journalism and information;F;567
2018;08201;Palermo - Università degli studi;Sicilia;ISOLE;Laurea;03;Social sciences, journalism and information;M;286
2018;08201;Palermo - Università degli studi;Sicilia;ISOLE;Laurea;04;Business, administration and law;F;94
2018;08201;Palermo - Università degli studi;Sicilia;ISOLE;Laurea;04;Business, administration and law;M;79
2018;08201;Palermo - Università degli studi;Sicilia;ISOLE;Laurea;05;Natural sciences, mathematics and statistics;F;207
2018;08201;Palermo - Università degli studi;Sicilia;ISOLE;Laurea;05;Natural sciences, mathematics and statistics;M;146
2018;08201;Palermo - Università degli studi;Sicilia;ISOLE;Laurea;06;Information and Communication Technologies (ICTs);F;4
2018;08201;Palermo - Università degli studi;Sicilia;ISOLE;Laurea;06;Information and Communication Technologies (ICTs);M;29
2018;08201;Palermo - Università degli studi;Sicilia;ISOLE;Laurea;07;Engineering, manufacturing and construction;F;199
2018;08201;Palermo - Università degli studi;Sicilia;ISOLE;Laurea;07;Engineering, manufacturing and construction;M;506
2018;08201;Palermo - Università degli studi;Sicilia;ISOLE;Laurea;08;Agriculture, forestry, fisheries and veterinary;F;47
2018;08201;Palermo - Università degli studi;Sicilia;ISOLE;Laurea;08;Agriculture, forestry, fisheries and veterinary;M;96
2018;08201;Palermo - Università degli studi;Sicilia;ISOLE;Laurea;09;Health and welfare;F;306
2018;08201;Palermo - Università degli studi;Sicilia;ISOLE;Laurea;09;Health and welfare;M;119
2018;08201;Palermo - Università degli studi;Sicilia;ISOLE;Laurea;10;Services;F;116
2018;08201;Palermo - Università degli studi;Sicilia;ISOLE;Laurea;10;Services;M;107
2018;08201;Palermo - Università degli studi;Sicilia;ISOLE;Laurea Magistrale;01;Education;F;140
2018;08201;Palermo - Università degli studi;Sicilia;ISOLE;Laurea Magistrale;01;Education;M;7
2018;08201;Palermo - Università degli studi;Sicilia;ISOLE;Laurea Magistrale;02;Arts and humanities;F;262
2018;08201;Palermo - Università degli studi;Sicilia;ISOLE;Laurea Magistrale;02;Arts and humanities;M;73
2018;08201;Palermo - Università degli studi;Sicilia;ISOLE;Laurea Magistrale;03;Social sciences, journalism and information;F;330
2018;08201;Palermo - Università degli studi;Sicilia;ISOLE;Laurea Magistrale;03;Social sciences, journalism and information;M;87
2018;08201;Palermo - Università degli studi;Sicilia;ISOLE;Laurea Magistrale;04;Business, administration and law;F;44
2018;08201;Palermo - Università degli studi;Sicilia;ISOLE;Laurea Magistrale;04;Business, administration and law;M;28
2018;08201;Palermo - Università degli studi;Sicilia;ISOLE;Laurea Magistrale;05;Natural sciences, mathematics and statistics;F;140
2018;08201;Palermo - Università degli studi;Sicilia;ISOLE;Laurea Magistrale;05;Natural sciences, mathematics and statistics;M;83
2018;08201;Palermo - Università degli studi;Sicilia;ISOLE;Laurea Magistrale;06;Information and Communication Technologies (ICTs);F;1
2018;08201;Palermo - Università degli studi;Sicilia;ISOLE;Laurea Magistrale;06;Information and Communication Technologies (ICTs);M;7
2018;08201;Palermo - Università degli studi;Sicilia;ISOLE;Laurea Magistrale;07;Engineering, manufacturing and construction;F;96
2018;08201;Palermo - Università degli studi;Sicilia;ISOLE;Laurea Magistrale;07;Engineering, manufacturing and construction;M;288
2018;08201;Palermo - Università degli studi;Sicilia;ISOLE;Laurea Magistrale;08;Agriculture, forestry, fisheries and veterinary;F;13
2018;08201;Palermo - Università degli studi;Sicilia;ISOLE;Laurea Magistrale;08;Agriculture, forestry, fisheries and veterinary;M;49
2018;08201;Palermo - Università degli studi;Sicilia;ISOLE;Laurea Magistrale;09;Health and welfare;F;110
2018;08201;Palermo - Università degli studi;Sicilia;ISOLE;Laurea Magistrale;09;Health and welfare;M;49
2018;08201;Palermo - Università degli studi;Sicilia;ISOLE;Laurea Magistrale;10;Services;F;6
2018;08201;Palermo - Università degli studi;Sicilia;ISOLE;Laurea Magistrale;10;Services;M;23
2018;08201;Palermo - Università degli studi;Sicilia;ISOLE;Laurea Magistrale Ciclo Unico;01;Education;F;194
2018;08201;Palermo - Università degli studi;Sicilia;ISOLE;Laurea Magistrale Ciclo Unico;01;Education;M;9
2018;08201;Palermo - Università degli studi;Sicilia;ISOLE;Laurea Magistrale Ciclo Unico;02;Arts and humanities;F;4
2018;08201;Palermo - Università degli studi;Sicilia;ISOLE;Laurea Magistrale Ciclo Unico;02;Arts and humanities;M;1
2018;08201;Palermo - Università degli studi;Sicilia;ISOLE;Laurea Magistrale Ciclo Unico;04;Business, administration and law;F;316
2018;08201;Palermo - Università degli studi;Sicilia;ISOLE;Laurea Magistrale Ciclo Unico;04;Business, administration and law;M;139
2018;08201;Palermo - Università degli studi;Sicilia;ISOLE;Laurea Magistrale Ciclo Unico;07;Engineering, manufacturing and construction;F;116
2018;08201;Palermo - Università degli studi;Sicilia;ISOLE;Laurea Magistrale Ciclo Unico;07;Engineering, manufacturing and construction;M;121
2018;08201;Palermo - Università degli studi;Sicilia;ISOLE;Laurea Magistrale Ciclo Unico;09;Health and welfare;F;324
